Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_Fast,EMA_Slow,MACD,Signal
229.4499969482422,234.57000732421875,226.5500030517578,227.8699951171875,66761600,0.0,0.0,,,227.8699951171875,227.8699951171875,0.0,0.0
230.08999633789062,235.67999267578125,226.8800048828125,227.1999969482422,78010200,0.0,0.0,,,227.76691847581128,227.82036562319155,-0.053447147380268234,-0.010689429476053648
234.0,244.24000549316406,232.1300048828125,243.9199981689453,102694600,0.0,0.0,,,230.25200765937035,229.01293099695107,1.2390766624192793,0.23926378890301295
241.52000427246094,243.99000549316406,235.9199981689453,238.25,99879100,0.0,0.0,,,231.48246801946723,229.69715833051026,1.7853096889569713,0.5484729689138046
242.61000061035156,250.0,241.9199981689453,250.0,86927200,0.0,0.0,237.447998046875,,234.33131909339534,231.20107252825022,3.1302465651451143,1.0648276881600665
254.0800018310547,257.19000244140625,249.0500030517578,254.27000427246094,88491000,0.0,0.0,242.72799987792968,,237.3988091209439,232.90988228708065,4.488926833863246,1.7496475173007027
252.5399932861328,257.04998779296875,252.27999877929688,257.0199890136719,65034300,0.0,0.0,248.69199829101564,,240.4174521813636,234.69581611868,5.7216360626835865,2.5440452263772797
260.6000061035156,261.75,251.52999877929688,254.22000122070312,67142200,0.0,0.0,250.7519989013672,,242.54092126433892,236.1420520521632,6.398869212175725,3.3150100235369693
257.3800048828125,260.70001220703125,254.1199951171875,260.4599914550781,70988100,0.0,0.0,255.19399719238282,,245.29770129368342,237.94338089682356,7.354320396859862,4.122872098201548
259.0400085449219,264.8599853515625,255.77000427246094,261.6300048828125,80705700,0.0,0.0,257.51999816894534,,247.81036338431866,239.69794563652644,8.112417747792222,4.920781228119683
262.6700134277344,263.9800109863281,248.52999877929688,258.0199890136719,87397600,0.0,0.0,258.2699951171875,,249.38107501960377,241.05513403483351,8.325940984770256,5.601813179449798
247.5500030517578,251.16000366210938,241.5,249.02000427246094,93983900,0.0,0.0,256.6699981689453,,249.3255256738895,241.6451244228059,7.680401251083595,6.017530793776558
244.47999572753906,249.7899932861328,237.80999755859375,240.66000366210938,80729200,0.0,0.0,253.95799865722657,,247.99236844130792,241.57215251460616,6.420215926701758,6.098067820361599
246.69000244140625,250.9600067138672,244.5800018310547,250.0800018310547,86573200,0.0,0.0,251.8820007324219,,248.31354280896127,242.20236357508384,6.1111792338774364,6.100690103064767
249.0,249.8300018310547,240.6999969482422,240.8300018310547,68113300,0.0,0.0,247.7220001220703,57.06806822983856,247.16222881236024,242.1007071496002,5.061521662760043,5.8928564150038225
243.55999755859375,246.2100067138672,240.55999755859375,244.5,56303200,0.0,0.0,245.01800231933595,59.13604096860135,246.7526551489202,242.2784325459261,4.474222602994104,5.6091296526018795
243.82000732421875,247.42999267578125,239.50999450683594,241.0500030517578,66289500,0.0,0.0,243.42400207519532,48.23731970031961,245.87532405704906,242.1874377685803,3.6878862884687464,5.224880979775254
241.80999755859375,242.7899932861328,232.33999633789062,238.77000427246094,83087100,0.0,0.0,243.04600219726564,50.333250735314685,244.7821979363432,241.93429454664553,2.8479033896976773,4.749485461759739
220.1300048828125,223.33999633789062,214.3800048828125,217.8000030517578,142628900,0.0,0.0,236.59000244140626,31.545159224739947,240.63109103102238,240.1465692507279,0.4845217802944717,3.8964927254666857
220.1300048828125,221.91000366210938,213.74000549316406,219.16000366210938,86291900,0.0,0.0,232.2560028076172,29.1829642157481,237.32784682042038,238.59200883675618,-1.2641620163358027,2.864361777106188
220.00999450683594,224.25999450683594,217.1199951171875,219.57000732421875,62988800,0.0,0.0,227.27000427246094,27.161857452111335,234.59587151331243,237.18297168767933,-2.5871001743668955,1.7740693868115711
221.39999389648438,222.82000732421875,218.92999267578125,221.3300018310547,49555300,0.0,0.0,223.3260040283203,29.684990346153043,232.55496848527275,236.00867762422567,-3.4537091389529166,0.7285136816586736
